0,0.0660550594329834,0.0660550594329834,1,0.2830275297164917,0.0660550594329834
1,0.2830275297164917,0.0660550594329834,6,0.2830275297164917,0.2830275297164917
6,0.2830275297164917,0.2830275297164917,5,0.0660550594329834,0.2830275297164917
5,0.0660550594329834,0.2830275297164917,0,0.0660550594329834,0.0660550594329834
1,0.2830275297164917,0.0660550594329834,2,0.50,0.0660550594329834
2,0.50,0.0660550594329834,7,0.770054817199707,0.36120128631591797
7,0.770054817199707,0.36120128631591797,6,0.2830275297164917,0.2830275297164917
2,0.50,0.0660550594329834,3,0.7169724702835083,0.0660550594329834
3,0.7169724702835083,0.0660550594329834,8,0.7596127390861511,0.23564951121807098
8,0.7596127390861511,0.23564951121807098,7,0.770054817199707,0.36120128631591797
3,0.7169724702835083,0.0660550594329834,4,0.9292071461677551,0.11106419563293457
4,0.9292071461677551,0.11106419563293457,9,0.9339449405670166,0.2830275297164917
9,0.9339449405670166,0.2830275297164917,8,0.7596127390861511,0.23564951121807098
6,0.2830275297164917,0.2830275297164917,28,0.2830275297164917,0.5
28,0.2830275297164917,0.5,29,0.0660550594329834,0.5
29,0.0660550594329834,0.5,5,0.0660550594329834,0.2830275297164917
7,0.770054817199707,0.36120128631591797,27,0.5,0.5
27,0.5,0.5,28,0.2830275297164917,0.5
8,0.7596127390861511,0.23564951121807098,25,0.7169724702835083,0.5
25,0.7169724702835083,0.5,27,0.5,0.5
9,0.9339449405670166,0.2830275297164917,14,0.9339449405670166,0.5
14,0.9339449405670166,0.5,25,0.7169724702835083,0.5